date,next_date,maturity,variance_swap_return_daily,straddle_return_daily,variance_swap_return_weekly,straddle_return_weekly,variance_swap_return_monthly,straddle_return_monthly
2000-05-24,2000-05-25,12m,0.0066379974885681925,-0.0038183107063068933,-0.07646730337308857,0.028639931499133894,,-0.020012332187655267
2000-05-25,2000-05-26,12m,-0.035499546450678876,-0.0057491411344037235,-0.1033352286680863,0.031457569549988636,,-0.020338857801618593
2000-05-26,2000-05-30,12m,-0.016364668311225072,0.028006304261876114,-0.05694507609745884,0.04610110815974037,,-0.022230451954642013
2000-05-30,2000-05-31,12m,0.013724360304814276,0.00390930414386248,-0.052932361391853824,0.005710072248100365,,-0.07176438284730481
2000-05-31,2000-06-01,12m,-0.04605679910835436,0.006325766390928189,-0.08330487058245284,0.002957366484487351,,-0.07057401172171388
2000-06-01,2000-06-02,12m,-0.022647673299712623,-0.0010895818796630152,-0.08740524626655735,-0.03381743323008275,,-0.08272691928146687
2000-06-02,2000-06-05,12m,0.014400175970812334,0.008366176130589764,-0.08193388522168618,-0.04055882666915701,,
2000-06-05,2000-06-06,12m,-0.012179283281807507,-0.011686072726308172,-0.12712797436144965,-0.07176458013916535,,
2000-06-06,2000-06-07,12m,-0.01878583347114615,0.0011615272209524186,-0.09110737337717598,-0.04235853984762133,,
2000-06-07,2000-06-08,12m,-0.05032378534993964,-0.030572540300166873,-0.08173342629327243,-0.04335848068545461,,
2000-06-08,2000-06-09,12m,-0.016788065378950834,-0.008059328975651536,-0.061355019378209225,-0.02770093051868957,,
2000-06-09,2000-06-12,12m,-0.03553619706184974,-0.02443085945063761,-0.056042255403910335,-0.029169983553265742,,
2000-06-12,2000-06-13,12m,0.028584877827463107,0.019623225049100412,,-0.0006186948299876121,,
2000-06-13,2000-06-14,12m,-0.008665991582677446,0.00011614401858306422,,-0.002670031309363452,,
2000-06-14,2000-06-15,12m,-0.02924832764099261,-0.014705719995142141,,-0.004287680304421117,,
2000-06-15,2000-06-16,12m,-0.011223050859941575,-0.009558058634690725,,0.009505070046471475,,
2000-06-16,2000-06-19,12m,,0.0042598028995961545,,0.02392734430240367,,
2000-06-19,2000-06-20,12m,0.007953603823463995,0.01753033987510144,0.0570531853159561,0.015352606230226473,,
2000-06-20,2000-06-21,12m,0.0033411126870392938,-0.001506024096385561,0.05003265871311968,-0.009792707913731295,,
2000-06-21,2000-06-22,12m,0.03714137919847271,-0.0010572818293631547,0.0030938074068677045,-0.03217202661155173,,
2000-06-22,2000-06-23,12m,0.022180131362730116,0.004591870609637727,-0.033757906825224136,-0.026112823038759198,,
2000-06-23,2000-06-26,12m,-0.014078602530253392,-0.0041502320645029345,-0.07224540770302433,-0.037188170926056856,,
2000-06-26,2000-06-27,12m,0.001259177101735398,-0.007668906071745529,,,,
2000-06-27,2000-06-28,12m,-0.041510520171299636,-0.02407262715332814,,,,
2000-06-28,2000-06-29,12m,-0.0009611765568107167,0.005196719349961354,,,,
2000-06-29,2000-06-30,12m,-0.01853550189417963,-0.006832660603997565,,,,
2000-06-30,2000-07-03,12m,,,,,,
2000-07-03,2000-07-05,12m,0.04672275517682567,-0.028886675350548008,0.005757789566889971,-0.0279289068961585,-0.08782925398807838,-0.08376846785069664
2000-07-05,2000-07-06,12m,-0.0028335591593581233,-0.00531051058854104,-0.05295058120954359,0.0026775895030097894,-0.14626138869337169,-0.05439978052697166
2000-07-06,2000-07-07,12m,-0.014747672600033401,0.011446336465767093,-0.05680419938167193,0.009558895737151914,-0.14793118942252986,-0.044458361642126666
2000-07-07,2000-07-10,12m,-0.014681714980517846,-0.009680682370049931,-0.05256639668304132,-1.6640250631061803e-05,-0.14723551359100434,-0.050542543818894184
2000-07-10,2000-07-11,12m,-0.0074095933574196415,0.0046678160826501,-0.061798938679505394,-0.0037433248304543964,-0.15202699654404087,-0.041157251802475286
2000-07-11,2000-07-12,12m,-0.014376833857939864,0.001689664883131492,-0.07761764268422697,-0.01949175526002365,-0.14144005997476694,-0.05036377363315241
2000-07-12,2000-07-13,12m,-0.006891107414831232,0.0015159738728454109,-0.0496015433673522,-0.024246143078643305,-0.139506030516204,-0.0657021979549496
2000-07-13,2000-07-14,12m,-0.010320908857923361,0.0018528983459757953,-0.06489657842932692,-0.018612057432740137,-0.14100185803357523,-0.07075318232444631
2000-07-14,2000-07-17,12m,-0.02428343526411114,-0.013371351513822183,-0.055673720366855584,-0.029579720339130103,-0.15653720848814026,-0.07607016680135283
2000-07-17,2000-07-18,12m,-0.024145338484914736,-0.011213574326816689,-0.029944847427970767,-0.02376420538860757,-0.14733568508713982,-0.06860219400736584
2000-07-18,2000-07-19,12m,0.01556011831014592,-0.0031674295536628927,-0.01109680119451143,-0.013712031613592704,-0.13299139510116037,-0.06221661647643897
2000-07-19,2000-07-20,12m,-0.0228734937775652,0.007298812170142055,-0.013052514628444829,-0.01592798638851266,-0.15600035574352553,-0.054878526509371126
2000-07-20,2000-07-21,12m,-0.0005597748759008647,-0.009343474050962808,0.012269141062655831,-0.029024962854960975,-0.14189242534507165,-0.07467394763017104
2000-07-21,2000-07-24,12m,0.002300689375740461,-0.007458703379664922,0.04318842827137036,-0.020259865885458164,-0.16358943851893776,-0.07220715607458465
2000-07-24,2000-07-25,12m,-0.0051846085422866395,-0.0010321683262313197,0.020310204620936988,-0.022777130370901826,-0.18921592874018353,-0.0815634358638421
2000-07-25,2000-07-26,12m,0.013551686576134703,-0.005407075544569762,0.01861188881326917,-0.017372202654379863,-0.19919109241236946,-0.08421385929105409
2000-07-26,2000-07-27,12m,0.0021961895885136418,-0.006107288862299387,-0.01899309268340512,-0.020043371136369368,-0.22496073615854614,-0.08708709064255488
2000-07-27,2000-07-28,12m,0.029967659098935284,-0.00040071014742792954,-0.04104160151524711,-0.011811961079095852,-0.25195284328601647,-0.10110665066534581
2000-07-28,2000-07-31,12m,-0.019680822990649216,-0.010008858129196163,-0.07339726399683182,-0.0063275820292106955,-0.2921867891225632,-0.10548498683440657
2000-07-31,2000-08-01,12m,-0.006840487996762512,0.004493028728742132,-0.06797408841050626,0.008743304016541824,-0.2832799882979292,-0.098363967414763
2000-08-01,2000-08-02,12m,-0.023866483031156904,-0.008110769943803886,-0.08052813951322077,0.004340248355789418,-0.26772245616776497,-0.10192236313055744
2000-08-02,2000-08-03,12m,-0.020328556539751408,0.0022411810774332075,-0.053353386670466116,0.007511630220781057,-0.2559497363005394,-0.09078453732416143
2000-08-03,2000-08-04,12m,-0.004783885908032914,0.005147000599540874,-0.045456884718978935,-0.009307053085754923,,
2000-08-04,2000-08-07,12m,-0.013943258421720839,0.0050061945336401514,-0.049133790388852,-0.018222384602728854,,
2000-08-07,2000-08-08,12m,-0.02021798653172513,0.00010852506094094494,-0.06290071343028186,-0.02690272980654368,,
2000-08-08,2000-08-09,12m,0.004982890402755347,-0.004978704369980158,-0.056608451046159226,-0.03225916532949734,,
2000-08-09,2000-08-10,12m,-0.012156576250410667,-0.014489521095817248,-0.06854093288332573,-0.031729925844472415,,
2000-08-10,2000-08-11,12m,-0.008617464207507086,-0.0038984041967169425,-0.0678191971745571,-0.012942210717938147,,
2000-08-11,2000-08-14,12m,-0.028219680423658078,-0.0038795251687735455,-0.06586604797697106,-0.022752821461719287,,
2000-08-14,2000-08-15,12m,-0.0136391260029185,-0.005396594513981112,-0.06356927452184465,-0.025522330031875765,,
2000-08-15,2000-08-16,12m,-0.007728629113920693,-0.004434545707638127,-0.07759096728553623,-0.03734940836149024,,
2000-08-16,2000-08-17,12m,-0.011391151446721426,0.004632716207668919,-0.08660365552226985,-0.036847028785553314,,
2000-08-17,2000-08-18,12m,-0.006540272745920506,-0.01379890356341884,-0.09369268373755442,-0.04946393647651066,,
2000-08-18,2000-08-21,12m,-0.025830345106829578,-0.006702520468775175,-0.11756395682006449,-0.05676166684777666,,
2000-08-21,2000-08-22,12m,-0.02840845036725026,-0.017467935649965516,-0.11720082819439193,-0.055400928446067796,,
2000-08-22,2000-08-23,12m,-0.017423929349343337,-0.0039149888143176215,-0.09806227364656515,-0.04065301238015858,,
2000-08-23,2000-08-24,12m,-0.0190639170140956,-0.008527559078327918,-0.06855854749983321,-0.03637321975715776,,
2000-08-24,2000-08-25,12m,-0.03270705747801106,-0.021370451840043714,-0.058217457961948244,-0.02401235585371823,,
2000-08-25,2000-08-28,12m,-0.025429467456049903,-0.005269565533407183,,,,
2000-08-28,2000-08-29,12m,-0.007344930526354321,-0.002127776154295824,,,,
2000-08-29,2000-08-30,12m,0.014717597121685966,0.0005286977117962,,,,
2000-08-30,2000-08-31,12m,-0.008173326051162721,0.004190493343539492,,,,
2000-08-31,2000-09-01,12m,,,,,,
2000-09-01,2000-09-05,12m,0.026783387537855807,0.0048194856430059385,0.028319599436129186,-0.01758865029898777,,
2000-09-05,2000-09-06,12m,0.0036118920881520467,-0.015618866599177772,0.009849684340229946,-0.029972140415666617,,
2000-09-06,2000-09-07,12m,-0.008211631829314947,0.006193140181236512,0.016411243064488358,-0.012427024165577689,,
2000-09-07,2000-09-08,12m,0.0079081491181896,-0.004986388666385011,0.004129586082167206,-0.03420074353470013,,
2000-09-08,2000-09-11,12m,-0.0017403571922000038,-0.007954326388374011,,,,
2000-09-11,2000-09-12,12m,0.008341064742391158,-0.007846463476264165,,,,
2000-09-12,2000-09-13,12m,0.010132920384163135,0.002185860604546619,,,,
2000-09-13,2000-09-14,12m,-0.020195761894821862,-0.015991111111111067,,,,
2000-09-14,2000-09-15,12m,,,,,,
2000-09-15,2000-09-18,12m,,,,,,
2000-09-18,2000-09-19,12m,,,,,,
2000-09-19,2000-09-20,12m,,,,,,
2000-09-20,2000-09-21,12m,,,,,,
2000-09-21,2000-09-22,12m,,,,,,
2000-09-22,2000-09-25,12m,,,,,,
2000-09-25,2000-09-26,12m,,,,,,
2000-09-26,2000-09-27,12m,,,,,,
2000-09-27,2000-09-28,12m,,,,,,
2000-09-28,2000-09-29,12m,,,,,,
2000-09-29,2000-10-02,12m,,,,,,
2000-10-02,2000-10-03,12m,,,,,,
2000-10-03,2000-10-04,12m,,,,,,
2000-10-04,2000-10-05,12m,,,,,,
2000-10-05,2000-10-06,12m,,,,,,
2000-10-06,2000-10-09,12m,0.009904633861377299,0.010073499678884934,0.060696743639630124,0.01963262951710151,-0.01584731917007433,-0.008967720994859308
2000-10-09,2000-10-10,12m,0.010905605982180822,-0.004840417486008275,0.020337650872556085,-0.004963022601892792,-0.035078089295134014,-0.025635898212217328
2000-10-10,2000-10-11,12m,0.012826449780375615,0.001095512456382286,0.035594276034216485,0.0004710651016241273,-0.009090562959767132,-0.02325491741498194
2000-10-11,2000-10-12,12m,-0.010430656773405267,-0.010187812613317693,0.04757611140182057,0.009751786169493636,0.0028420789643738473,-0.019841170780196118
2000-10-12,2000-10-13,12m,0.03661860437530762,0.023692937682037174,0.04967789244554451,0.023505637121178743,0.04691539406836398,-0.003329210564097333
2000-10-13,2000-10-16,12m,-0.02852183916054518,-0.01429156641799234,-0.0064335407076962165,-0.0021873753620979754,0.016012638055006558,-0.03726480354687118
2000-10-16,2000-10-17,12m,0.026021198248233235,0.0005943397875525225,0.014998934725350313,0.006996470757851884,0.03661353775955112,-0.01787174149472868
2000-10-17,2000-10-18,12m,0.024544861187298483,0.010382026117284449,-0.017328920336080997,-0.005201680739793678,-0.005159914473395744,-0.02506017505497557
2000-10-18,2000-10-19,12m,-0.008445256319531969,0.003294440631434359,-0.029704831307572517,-0.015668986740187057,-0.05150458134604886,-0.050668578364722466
2000-10-19,2000-10-20,12m,-0.018794733319454138,-0.0020047765981556775,-0.008671426518272483,-0.016983424808254353,-0.05306888047580466,-0.06409512996775002
2000-10-20,2000-10-23,12m,-0.007565836045501095,-0.00521912701441285,-0.00483943482001904,-0.009067647918906133,-0.0013191625808397147,-0.05708854296135589
2000-10-23,2000-10-24,12m,-0.006657717415752384,-0.01152626013394431,-0.013630452663532678,-0.006572928697370746,0.018374625609739584,-0.04284432300524506
2000-10-24,2000-10-25,12m,0.011641585360060658,-0.00024925224327010387,-0.035673596214543336,-0.003044364392895694,0.052437118130825605,-0.03526543660629853
2000-10-25,2000-10-26,12m,0.013048999209625434,0.001954679526195102,-0.0334743257706959,-0.008453941180948507,,-0.026158984581125665
2000-10-26,2000-10-27,12m,-0.015001873376966346,0.006031616403196605,-0.04939933666805682,-0.006010655413345037,,-0.01407467213995385
2000-10-27,2000-10-30,12m,-0.016332769492324983,-0.0027147189588669907,-0.05353617088147443,-0.022671055226021797,,-0.020797383976749684
2000-10-30,2000-10-31,12m,-0.028856685935635062,-0.008015289620699861,-0.04603385978910013,-0.014329715532124898,,-0.02497375626010758
2000-10-31,2000-11-01,12m,0.013948764163540073,-0.005673995577621049,-0.027343062115098557,-0.013236362110909892,,-0.0010927671099248994
2000-11-01,2000-11-02,12m,-0.003642555688632143,0.004423613355840628,-0.004145064743165603,-0.00999582173617515,,-0.008123314108763921
2000-11-02,2000-11-03,12m,-0.019288398841911802,-0.010830625676914063,0.024506052388551972,-0.009827521975873237,,-0.01197353417175247
2000-11-03,2000-11-06,12m,-0.008535559131400916,0.005796944739798304,0.07919142367439301,0.007507435134483283,,0.01801250121326537
2000-11-06,2000-11-07,12m,-0.009829340592305003,-0.006914931931138679,0.09503466044807014,-0.009481082822454578,,-0.019795829277582357
2000-11-07,2000-11-08,12m,0.038131577085729784,-0.0024086203253749217,0.09614654848870999,0.002965864574923341,,-0.023070743792689596
2000-11-08,2000-11-09,12m,0.025023018815611753,0.004594364406271367,0.039702176233196516,-0.0013780438072093662,,-0.02975327720670693
2000-11-09,2000-11-10,12m,0.033059342695218596,0.00648677008931231,-0.009194804248689147,-0.022006362554451493,,-0.003010199455709353
2000-11-10,2000-11-13,12m,0.006019788089466127,-0.011162731051045371,-0.050570210864288256,-0.0388963733658453,,-0.020038538334694277
2000-11-13,2000-11-14,12m,-0.008823930485982512,0.005564261942913262,-0.023382439910252763,-0.022733396249439486,,-0.024987232824779455
2000-11-14,2000-11-15,12m,-0.015325403888227784,-0.006729251474620002,-0.002859674802959776,-0.01860843494466315,,-0.044879396473801805
