date,next_date,maturity,variance_swap_return_daily,straddle_return_daily
2000-06-29,2000-06-30,12m,-0.01853550189417963,-0.006832660603997565
2000-06-30,2000-07-03,12m,,
2000-07-03,2000-07-05,12m,0.04672275517682567,-0.028886675350548008
2000-07-05,2000-07-06,12m,-0.0028335591593581233,-0.00531051058854104
2000-07-06,2000-07-07,12m,-0.014747672600033401,0.011446336465767093
2000-07-07,2000-07-10,12m,-0.014681714980517846,-0.009680682370049931
2000-07-10,2000-07-11,12m,-0.0074095933574196415,0.0046678160826501
2000-07-11,2000-07-12,12m,-0.014376833857939864,0.001689664883131492
2000-07-12,2000-07-13,12m,-0.006891107414831232,0.0015159738728454109
2000-07-13,2000-07-14,12m,-0.010320908857923361,0.0018528983459757953
2000-07-14,2000-07-17,12m,-0.02428343526411114,-0.013371351513822183
2000-07-17,2000-07-18,12m,-0.024145338484914736,-0.011213574326816689
2000-07-18,2000-07-19,12m,0.01556011831014592,-0.0031674295536628927
2000-07-19,2000-07-20,12m,-0.0228734937775652,0.007298812170142055
2000-07-20,2000-07-21,12m,-0.0005597748759008647,-0.009343474050962808
2000-07-21,2000-07-24,12m,0.002300689375740461,-0.007458703379664922
2000-07-24,2000-07-25,12m,-0.0051846085422866395,-0.0010321683262313197
2000-07-25,2000-07-26,12m,0.013551686576134703,-0.005407075544569762
2000-07-26,2000-07-27,12m,0.0021961895885136418,-0.006107288862299387
2000-07-27,2000-07-28,12m,0.029967659098935284,-0.00040071014742792954
2000-07-28,2000-07-31,12m,-0.019680822990649216,-0.010008858129196163
2000-07-31,2000-08-01,12m,-0.006840487996762512,0.004493028728742132
2000-08-01,2000-08-02,12m,-0.023866483031156904,-0.008110769943803886
2000-08-02,2000-08-03,12m,-0.020328556539751408,0.0022411810774332075
2000-08-03,2000-08-04,12m,-0.004783885908032914,0.005147000599540874
2000-08-04,2000-08-07,12m,-0.013943258421720839,0.0050061945336401514
2000-08-07,2000-08-08,12m,-0.02021798653172513,0.00010852506094094494
2000-08-08,2000-08-09,12m,0.004982890402755347,-0.004978704369980158
2000-08-09,2000-08-10,12m,-0.012156576250410667,-0.014489521095817248
2000-08-10,2000-08-11,12m,-0.008617464207507086,-0.0038984041967169425
2000-08-11,2000-08-14,12m,-0.028219680423658078,-0.0038795251687735455
2000-08-14,2000-08-15,12m,-0.0136391260029185,-0.005396594513981112
2000-08-15,2000-08-16,12m,-0.007728629113920693,-0.004434545707638127
2000-08-16,2000-08-17,12m,-0.011391151446721426,0.004632716207668919
2000-08-17,2000-08-18,12m,-0.006540272745920506,-0.01379890356341884
2000-08-18,2000-08-21,12m,-0.025830345106829578,-0.006702520468775175
2000-08-21,2000-08-22,12m,-0.02840845036725026,-0.017467935649965516
2000-08-22,2000-08-23,12m,-0.017423929349343337,-0.0039149888143176215
2000-08-23,2000-08-24,12m,-0.0190639170140956,-0.008527559078327918
2000-08-24,2000-08-25,12m,-0.03270705747801106,-0.021370451840043714
2000-08-25,2000-08-28,12m,-0.025429467456049903,-0.005269565533407183
2000-08-28,2000-08-29,12m,-0.007344930526354321,-0.002127776154295824
2000-08-29,2000-08-30,12m,0.014717597121685966,0.0005286977117962
2000-08-30,2000-08-31,12m,-0.008173326051162721,0.004190493343539492
2000-08-31,2000-09-01,12m,,
2000-09-01,2000-09-05,12m,0.026783387537855807,0.0048194856430059385
2000-09-05,2000-09-06,12m,0.0036118920881520467,-0.015618866599177772
2000-09-06,2000-09-07,12m,-0.008211631829314947,0.006193140181236512
2000-09-07,2000-09-08,12m,0.0079081491181896,-0.004986388666385011
2000-09-08,2000-09-11,12m,-0.0017403571922000038,-0.007954326388374011
2000-09-11,2000-09-12,12m,0.008341064742391158,-0.007846463476264165
2000-09-12,2000-09-13,12m,0.010132920384163135,0.002185860604546619
2000-09-13,2000-09-14,12m,-0.020195761894821862,-0.015991111111111067
2000-09-14,2000-09-15,12m,,
2000-09-15,2000-09-18,12m,,
2000-09-18,2000-09-19,12m,,
2000-09-19,2000-09-20,12m,,
2000-09-20,2000-09-21,12m,,
2000-09-21,2000-09-22,12m,,
2000-09-22,2000-09-25,12m,,
2000-09-25,2000-09-26,12m,,
2000-09-26,2000-09-27,12m,,
2000-09-27,2000-09-28,12m,,
2000-09-28,2000-09-29,12m,,
2000-09-29,2000-10-02,12m,,
2000-10-02,2000-10-03,12m,,
2000-10-03,2000-10-04,12m,,
2000-10-04,2000-10-05,12m,,
2000-10-05,2000-10-06,12m,,
2000-10-06,2000-10-09,12m,0.009904633861377299,0.010073499678884934
2000-10-09,2000-10-10,12m,0.010905605982180822,-0.004840417486008275
2000-10-10,2000-10-11,12m,0.012826449780375615,0.001095512456382286
2000-10-11,2000-10-12,12m,-0.010430656773405267,-0.010187812613317693
2000-10-12,2000-10-13,12m,0.03661860437530762,0.023692937682037174
2000-10-13,2000-10-16,12m,-0.02852183916054518,-0.01429156641799234
2000-10-16,2000-10-17,12m,0.026021198248233235,0.0005943397875525225
2000-10-17,2000-10-18,12m,0.024544861187298483,0.010382026117284449
2000-10-18,2000-10-19,12m,-0.008445256319531969,0.003294440631434359
2000-10-19,2000-10-20,12m,-0.018794733319454138,-0.0020047765981556775
2000-10-20,2000-10-23,12m,-0.007565836045501095,-0.00521912701441285
2000-10-23,2000-10-24,12m,-0.006657717415752384,-0.01152626013394431
2000-10-24,2000-10-25,12m,0.011641585360060658,-0.00024925224327010387
2000-10-25,2000-10-26,12m,0.013048999209625434,0.001954679526195102
2000-10-26,2000-10-27,12m,-0.015001873376966346,0.006031616403196605
2000-10-27,2000-10-30,12m,-0.016332769492324983,-0.0027147189588669907
2000-10-30,2000-10-31,12m,-0.028856685935635062,-0.008015289620699861
2000-10-31,2000-11-01,12m,0.013948764163540073,-0.005673995577621049
2000-11-01,2000-11-02,12m,-0.003642555688632143,0.004423613355840628
2000-11-02,2000-11-03,12m,-0.019288398841911802,-0.010830625676914063
2000-11-03,2000-11-06,12m,-0.008535559131400916,0.005796944739798304
2000-11-06,2000-11-07,12m,-0.009829340592305003,-0.006914931931138679
2000-11-07,2000-11-08,12m,0.038131577085729784,-0.0024086203253749217
2000-11-08,2000-11-09,12m,0.025023018815611753,0.004594364406271367
2000-11-09,2000-11-10,12m,0.033059342695218596,0.00648677008931231
2000-11-10,2000-11-13,12m,0.006019788089466127,-0.011162731051045371
2000-11-13,2000-11-14,12m,-0.008823930485982512,0.005564261942913262
2000-11-14,2000-11-15,12m,-0.015325403888227784,-0.006729251474620002
2000-11-15,2000-11-16,12m,-0.02318360389830365,-0.01615732509158596
2000-11-16,2000-11-17,12m,-0.010080570726053617,-0.0108953188910772
2000-11-17,2000-11-20,12m,0.03482806426405549,0.005466645539534243
2000-11-20,2000-11-21,12m,0.012004768982350589,0.009808665316630938
2000-11-21,2000-11-22,12m,0.026567495801972596,-0.003699393133261286
2000-11-22,2000-11-24,12m,,0.009187729250946353
2000-11-24,2000-11-27,12m,0.007225096917631735,0.014387852095005815
2000-11-27,2000-11-28,12m,0.021917763605147522,-0.0008281938325991334
2000-11-28,2000-11-29,12m,-0.0006725630674234706,-0.006968215158924207
2000-11-29,2000-11-30,12m,0.04236765788493613,0.0162810575369412
2000-11-30,2000-12-01,12m,-0.013908018184800919,-0.01267229879946652
2000-12-01,2000-12-04,12m,-0.009817424676802466,0.0005246892225374555
2000-12-04,2000-12-05,12m,-0.02177632540403529,0.01919009632405322
2000-12-05,2000-12-06,12m,-0.03148481035819983,-0.03155770782889422
2000-12-06,2000-12-07,12m,0.007498157598618604,-0.010232882212617311
2000-12-07,2000-12-08,12m,-0.010866202137038483,-0.009232489797860732
2000-12-08,2000-12-11,12m,-0.01882950203459477,0.032284172126708865
2000-12-11,2000-12-12,12m,-0.02143937832795939,-0.010703774677483846
2000-12-12,2000-12-13,12m,0.0007259748998942328,-0.016156247363536713
2000-12-13,2000-12-14,12m,0.012884094350655628,-0.014951211835064537
2000-12-14,2000-12-15,12m,0.0550251450690018,0.013536555446516108
2000-12-15,2000-12-18,12m,0.0026128192707659537,0.0017157083295840092
2000-12-18,2000-12-19,12m,,
2000-12-19,2000-12-20,12m,,
2000-12-20,2000-12-21,12m,,-0.026947427007722347
2000-12-21,2000-12-22,12m,0.0019495178747241937,0.01791706010559002
2000-12-22,2000-12-26,12m,0.007646368226503331,0.012599728148454448
2000-12-26,2000-12-27,12m,-0.006552527474575576,0.006335797254487963
2000-12-27,2000-12-28,12m,-0.004067721083174436,0.0004725144435779871
2000-12-28,2000-12-29,12m,0.004586781867635947,-0.019899057717685742
2000-12-29,2001-01-02,12m,0.03977032618245957,0.0025137318822554544
2001-01-02,2001-01-03,12m,-0.032115781735195026,-0.012970719763653604
2001-01-03,2001-01-04,12m,0.007112987273745652,0.003567428547724738
2001-01-04,2001-01-05,12m,0.04182681599668059,0.00029779718537437105
2001-01-05,2001-01-08,12m,0.02223087390530676,0.01853760217345468
2001-01-08,2001-01-09,12m,-0.03182100021042977,-0.019920318725099584
2001-01-09,2001-01-10,12m,-0.014585696286724459,0.006251532238293667
2001-01-10,2001-01-11,12m,-0.02554448603664372,-0.0056044882756682846
2001-01-11,2001-01-12,12m,-0.016926645957566322,-0.0156919946124936
2001-01-12,2001-01-16,12m,-0.020410638637572753,-0.007501275574903987
2001-01-16,2001-01-17,12m,-0.016791225625538586,-0.00745284401364954
2001-01-17,2001-01-18,12m,-0.025421794644671758,-0.010862569845842884
2001-01-18,2001-01-19,12m,-0.046797992475198336,-0.0347842511241363
2001-01-19,2001-01-22,12m,0.00041535908896550566,0.004664825951561591
2001-01-22,2001-01-23,12m,-0.04833623966778755,-0.020140414243890903
2001-01-23,2001-01-24,12m,0.005090788639774635,-0.0006750978891939541
2001-01-24,2001-01-25,12m,0.018748655202414977,0.016581489250299564
2001-01-25,2001-01-26,12m,0.009655232559458549,0.0019247516754805627
2001-01-26,2001-01-29,12m,-0.017289046494708527,0.0032598154621399367
2001-01-29,2001-01-30,12m,-0.008463741918205425,-0.0016504621293962352
2001-01-30,2001-01-31,12m,-0.0265958223995445,-0.01966346238027694
2001-01-31,2001-02-01,12m,-0.024907357695397758,-0.011119491214480859
2001-02-01,2001-02-02,12m,0.03934625946216075,-0.010469897436689246
2001-02-02,2001-02-05,12m,-0.009300798936155985,0.00033467891419847184
2001-02-05,2001-02-06,12m,-0.0017200774134562558,-0.005202660276535376
2001-02-06,2001-02-07,12m,0.003958917440649801,-0.0029535712999315678
2001-02-07,2001-02-08,12m,0.004291236381287478,-0.007717799125917302
2001-02-08,2001-02-09,12m,0.028286029792530254,0.0015609034755776907
2001-02-09,2001-02-12,12m,-0.008312893545790123,0.00034044426696944186
2001-02-12,2001-02-13,12m,-0.024271558813259153,-0.017918662725512124
2001-02-13,2001-02-14,12m,0.01546219526447068,0.002466672712433393
2001-02-14,2001-02-15,12m,-0.02271699288019613,-0.00549754030239058
2001-02-15,2001-02-16,12m,0.046090347499901485,-0.0038937277940899184
2001-02-16,2001-02-20,12m,0.02799088020703344,-0.0075711892797318825
2001-02-20,2001-02-21,12m,0.05843039692249907,0.006574481009040012
2001-02-21,2001-02-22,12m,0.012115930450927959,0.005230196642299401
2001-02-22,2001-02-23,12m,0.012476583868260338,-0.0012658291180722703
2001-02-23,2001-02-26,12m,-0.0499198923923172,-0.012855624897109896
2001-02-26,2001-02-27,12m,-0.01678143983545244,-0.011774840580891954
2001-02-27,2001-02-28,12m,0.0262228453546407,-0.006845254136797485
2001-02-28,2001-03-01,12m,0.012503972052285928,-0.0025782090582430195
2001-03-01,2001-03-02,12m,-0.023184180751876893,-0.015027908973808457
2001-03-02,2001-03-05,12m,-0.014494781295214088,-0.007218003276695417
2001-03-05,2001-03-06,12m,-0.028714154941583026,-0.0027078703942948756
2001-03-06,2001-03-07,12m,-0.028745822336071813,-0.004074889867841214
2001-03-07,2001-03-08,12m,-0.021855352498198366,-0.011226559347590648
2001-03-08,2001-03-09,12m,0.05188744024922132,0.0037861318174505776
2001-03-09,2001-03-12,12m,,0.025801015825577034
2001-03-12,2001-03-13,12m,-0.04011172386336204,-0.03130638898511451
2001-03-13,2001-03-14,12m,,-0.0019403347077370237
2001-03-14,2001-03-15,12m,-0.031933291167212774,-0.018097672169648527
2001-03-15,2001-03-16,12m,-0.022038795253404686,-0.021509851025366067
2001-03-16,2001-03-19,12m,-0.006067071436824167,0.004285730004511157
2001-03-19,2001-03-20,12m,,
2001-03-20,2001-03-21,12m,,
2001-03-21,2001-03-22,12m,,
2001-03-22,2001-03-23,12m,,
2001-03-23,2001-03-26,12m,,
2001-03-26,2001-03-27,12m,,
2001-03-27,2001-03-28,12m,,
2001-03-28,2001-03-29,12m,,
2001-03-29,2001-03-30,12m,,
2001-03-30,2001-04-02,12m,,
2001-04-02,2001-04-03,12m,,
2001-04-03,2001-04-04,12m,0.015155165010301008,0.004733068838309817
2001-04-04,2001-04-05,12m,-0.019606549609480828,0.0027173778295690454
2001-04-05,2001-04-06,12m,0.027324699234493766,0.024653688899737736
2001-04-06,2001-04-09,12m,0.0023196792570501223,-0.0064490797546011835
2001-04-09,2001-04-10,12m,-0.02061789476120468,-0.006865848832607879
2001-04-10,2001-04-11,12m,-0.018027888885359444,-0.00974930362116988
2001-04-11,2001-04-12,12m,-0.015866239761511358,0.0032501404381670707
2001-04-12,2001-04-16,12m,-0.026769427075693075,-0.01639136538958641
2001-04-16,2001-04-17,12m,0.004390641165901599,0.005940269285373834
2001-04-17,2001-04-18,12m,0.0018417305454756505,0.03433537540960252
2001-04-18,2001-04-19,12m,0.01601890668173933,0.026301491155696022
2001-04-19,2001-04-20,12m,0.014972947999519981,-0.0018414402413462483
2001-04-20,2001-04-23,12m,0.046744444217071024,0.006077150404571574
2001-04-23,2001-04-24,12m,0.005756957681052999,-0.0054176335233063755
2001-04-24,2001-04-25,12m,-0.0001107675994154178,0.008633044427762249
2001-04-25,2001-04-26,12m,-0.01975517565555507,-0.0069621048763742754
2001-04-26,2001-04-27,12m,-0.016736397742346698,-0.004735649620273064
2001-04-27,2001-04-30,12m,-0.006001828106975693,0.0027231999062984347
2001-04-30,2001-05-01,12m,-0.01079924750103567,0.004680898538492295
2001-05-01,2001-05-02,12m,-0.002206190489083326,0.0004157427937914182
2001-05-02,2001-05-03,12m,0.02074180494974165,-0.005542706951560561
2001-05-03,2001-05-04,12m,-0.004203509981332232,
2001-05-04,2001-05-07,12m,0.003952102699332993,0.003336352881193383
2001-05-07,2001-05-08,12m,0.0028201894194790356,0.003329838459148693
2001-05-08,2001-05-09,12m,-0.00496110670129668,-0.011839924224484988
2001-05-09,2001-05-10,12m,-0.0007644464960542274,0.0028136265496927493
2001-05-10,2001-05-11,12m,-0.011040450659736245,-0.013867061107515788
2001-05-11,2001-05-14,12m,-0.0203209487102598,-0.008437737188144001
2001-05-14,2001-05-15,12m,-0.018774527001225616,-0.0032893433202551003
2001-05-15,2001-05-16,12m,-0.03925290880297305,-0.012321340561852967
2001-05-16,2001-05-17,12m,0.0006218949877361268,0.006453942786390554
2001-05-17,2001-05-18,12m,-0.021975829582794315,-0.01679837851117838
2001-05-18,2001-05-21,12m,-0.006143981240067209,0.005417320869682607
2001-05-21,2001-05-22,12m,0.018098955336770306,0.010102473863989214
2001-05-22,2001-05-23,12m,0.028841103957149006,-0.0032943030042611454
2001-05-23,2001-05-24,12m,0.005643918009319293,0.008599156463699131
2001-05-24,2001-05-25,12m,0.0025230918566467864,-0.009106111280024254
2001-05-25,2001-05-29,12m,0.006495077425152873,-0.006279133257161229
2001-05-29,2001-05-30,12m,0.024241007520038105,-0.0044604927782496695
2001-05-30,2001-05-31,12m,0.027167003607916795,0.01619146406253935
2001-05-31,2001-06-01,12m,-0.019251766568282758,-0.013376030551052409
2001-06-01,2001-06-04,12m,-0.013046811860984775,-0.0012208349098247195
2001-06-04,2001-06-05,12m,-0.030427794385328832,-0.0025342679284370284
2001-06-05,2001-06-06,12m,-0.008879361705929956,-0.004653160569833337
2001-06-06,2001-06-07,12m,-0.004993499048957961,-0.0004979624190809551
2001-06-07,2001-06-08,12m,0.0059002311576936695,-0.006578613415092138
2001-06-08,2001-06-11,12m,-0.03271277597343858,0.0004387755102039925
2001-06-11,2001-06-12,12m,-0.00642129070448294,-0.0055878385915807405
2001-06-12,2001-06-13,12m,-0.0016857652433485137,-0.0038494439692042803
2001-06-13,2001-06-14,12m,0.023626342965619607,0.005037744805304278
2001-06-14,2001-06-15,12m,0.03026173400343324,0.012497967810112254
2001-06-15,2001-06-18,12m,-0.02426864442062504,-0.020769253889851846
2001-06-18,2001-06-19,12m,-0.03421806198118893,-0.010777858066091994
2001-06-19,2001-06-20,12m,-0.004735295224924552,-0.0031303972366147903
2001-06-20,2001-06-21,12m,-0.08237787263323448,-0.028625855943984035
2001-06-21,2001-06-22,12m,-0.01878095609636432,-0.015213491588923489
2001-06-22,2001-06-25,12m,0.0005118357437083887,-0.010247001008605205
2001-06-25,2001-06-26,12m,-0.021238507692682873,-0.017896054022566887
2001-06-26,2001-06-27,12m,-0.0070617362079462564,-0.01182160128962928
2001-06-27,2001-06-28,12m,-0.027832379286589215,-0.006530994626623321
2001-06-28,2001-06-29,12m,-0.04655865045751495,-0.012693994348892956
2001-06-29,2001-07-02,12m,-0.005343410799368287,0.008056025026777824
2001-07-02,2001-07-03,12m,-0.011023357558438862,-0.006291197841616469
2001-07-03,2001-07-05,12m,0.011742053415964238,0.004744753811978253
2001-07-05,2001-07-06,12m,0.07861929864348571,0.004639905620792639
2001-07-06,2001-07-09,12m,0.015042085002092254,0.007701112915695196
2001-07-09,2001-07-10,12m,0.029261566378520953,-0.00600739371534198
2001-07-10,2001-07-11,12m,0.018276646653162754,0.012833868077836375
2001-07-11,2001-07-12,12m,-0.006852760664761037,0.01705319805705363
2001-07-12,2001-07-13,12m,-0.009200341111406218,0.001522613742174661
2001-07-13,2001-07-16,12m,0.011269110819039918,-0.024606247481560706
2001-07-16,2001-07-17,12m,0.003977226050444704,0.010623402989254016
2001-07-17,2001-07-18,12m,0.023780982331066403,0.009870513636083711
2001-07-18,2001-07-19,12m,-0.018166146169572794,-0.0015538483838237749
2001-07-19,2001-07-20,12m,-0.007449611368652076,-0.005137765767750824
2001-07-20,2001-07-23,12m,0.003004033848184706,-0.007939048594660436
2001-07-23,2001-07-24,12m,0.01565571612040917,0.008344895068129077
2001-07-24,2001-07-25,12m,0.018025868548890767,0.010209003215434276
2001-07-25,2001-07-26,12m,-0.006295999750118186,0.001162395916652681
2001-07-26,2001-07-27,12m,-0.024464939811616793,-0.014661813839741744
2001-07-27,2001-07-30,12m,-0.006264940026311061,0.002004410284457414
2001-07-30,2001-07-31,12m,-0.03258241886481472,-0.013222356540901758
2001-07-31,2001-08-01,12m,-0.015574614815965004,-0.0056725255160133825
2001-08-01,2001-08-02,12m,-0.02852153976856342,-0.00919022639917777
